1,1,20241015,-12.058890770503139,-77.10679905980508
1,1,20241012,-12.031934687514594,-76.94625986775762
1,1,20241008,-12.204859330743178,-76.99042832378575
1,1,20241008,-11.977746409868157,-77.0587687376736
1,1,20241008,-11.909076182226261,-77.04019447263286
1,1,20241008,-12.20611649173359,-76.96911701472077
1,1,20241008,-12.062904816331121,-77.14444017304206
1,1,20241008,-12.056609584618508,-77.13941907782917
1,1,20241008,-12.058120453705932,-77.12654447471921
1,1,20241008,-12.147399008949918,-76.9744106733083
1,1,20241008,-11.867139266846882,-77.09317735921988
1,1,20241007,-12.063702201802489,-77.13795995614336
1,1,20241007,-11.969971161667702,-76.98838611708452
1,1,20241007,-12.00644126213843,-77.10163636274095
1,1,20241006,-12.21313777779731,-76.95436883865285
1,1,20241005,-12.16727410126034,-76.92042499513008
1,1,20241005,-12.204423450031147,-76.97126033846989
1,1,20241005,-12.241635882131831,-76.87635241959927
1,1,20241005,-12.167410798467994,-76.91998969136604
1,1,20241005,-12.03682112688622,-76.90846874028402
1,1,20241005,-12.02773977205883,-76.93273685759638
1,1,20241005,-12.211953804661928,-76.94022081244718
1,1,20241004,-12.018832045480433,-76.89028702681573
1,1,20241003,-11.929999064889731,-76.95734453364913
1,1,20241003,-11.974607241996198,-77.08722298184932
1,1,20241003,-11.97486437850279,-77.08702449838472
1,1,20241003,-11.896884573454829,-77.12919337910417
1,1,20241003,-11.998903720610736,-77.04780735686609
1,1,20241003,-11.99954487899778,-77.04757421927431
1,1,20241003,-12.146924961996277,-76.98492702397282
1,1,20241003,-11.991365385786253,-77.01501344325612
1,2,20241002,-11.964994169274458,-77.00496262262449
1,2,20241002,-12.233305080100175,-76.89076418742606
1,2,20241002,-12.056453486823239,-76.99512437122875
1,1,20241001,-12.024534948179994,-76.8999672932327
1,1,20241001,-12.062380570162206,-77.0232690581827
1,1,20241001,-11.852817640009324,-77.08878950895186
1,1,20241001,-11.853062892508294,-77.08894428864707
1,1,20241001,-11.990844375063917,-77.04884599364458
1,1,20241001,-11.991474058810663,-77.05176423701617
1,1,20241001,-11.99208275170198,-77.04762290634912
1,1,20241001,-11.92405310124846,-77.08065724069938
1,1,20241001,-11.923940254899478,-77.08054727013115
1,1,20241001,-12.05741496560759,-77.13282112668738
1,1,20240930,-11.986669797423964,-77.06063460644721
1,1,20240930,-11.985683827101486,-77.0603985684989
1,1,20240930,-11.985821114324281,-77.062637739306
1,1,20240930,-12.20263174984705,-76.9325356044153
1,1,20240930,-11.913579974670386,-77.03951552001381
1,1,20240930,-12.049361639178702,-77.10802911185735
1,1,20240930,-12.049785880893895,-77.11190778949472
1,1,20240928,-12.043686449614707,-77.04864463995163
1,1,20240928,-12.044205810333873,-77.05207370750345
1,1,20240928,-11.918239242900468,-77.04556227366209
1,1,20240928,-11.916766154037566,-77.04538365034985
1,1,20240928,-12.042574027828062,-77.0484628708673
1,2,20240928,-12.040800751508606,-77.04867744758579
1,2,20240928,-12.040706316346702,-77.04906368567909
1,2,20240928,-12.042479593289622,-77.04853797271876
1,1,20240928,-12.143754751295353,-77.00562635395511
1,1,20240928,-11.88299969066091,-77.13394791304883
1,1,20240928,-12.041680198237794,-77.0613958530901
1,1,20240928,-11.856309942793057,-77.09171720023478
1,1,20240928,-12.068771244746799,-77.10330837886963
1,1,20240928,-12.05670840757934,-77.11065071190214
1,1,20240927,-11.97743909419341,-77.09113124292206
1,1,20240927,-12.092770502586477,-77.03441297601778
1,1,20240927,-11.977727696199565,-77.09118832203738
1,2,20240925,-12.080339658153443,-77.09903349308425
1,1,20240922,-12.141326628012758,-76.98803989720456
1,1,20240921,-11.983058435720023,-77.05812924328173
1,1,20240920,-11.884513157283537,-77.06071874045435
1,1,20240919,-11.858011018581639,-77.04357743828899
1,1,20240918,-12.266490970151747,-76.88580446267471
1,1,20240918,-12.068178246179917,-77.1302249510207
1,1,20240918,-12.158124095591692,-76.99195812873987
1,1,20240918,-12.063189632455247,-77.11099772687673
1,1,20240918,-12.068178246179917,-77.1302249510204
1,2,20240918,-12.068178246179917,-77.1302249510201
1,1,20240917,-12.066745642215317,-77.11737545302168
1,1,20240915,-12.087947609937705,-77.0036454411724
1,1,20240911,-11.979822574141545,-76.98926322935142
1,1,20240915,-11.963356308426423,-77.0931825400098
1,1,20240909,-12.164662497795247,-76.95121631441076
1,1,20240909,-12.164662497795247,-76.95121631441076
1,1,20240909,-12.164662497795247,-76.95121631441076
1,1,20240908,-12.043495348989993,-77.11603335314797
1,1,20240908,-12.043495348989993,-77.11603335314794
1,1,20240908,-11.962219764485786,-77.09393102339395
1,1,20240908,-11.880558832257744,-77.0704363643074
1,1,20240907,-11.880558832257744,-77.0704363643072
1,1,20240907,-12.149763189206185,-77.01425846444633
1,1,20240907,-11.880558832257744,-77.0704363643070
